Proposal ID,Programme Name,Sub-programme Name,Supplement,Lead Applicant,ORCID,Research Body,Funder Name,Crossref Funder Registry ID,Proposal Title,Start Date,End Date,Revised Total Commitment
12/IP/1424,SFI Investigator Programme,Investigator Project,,Nial Friel,https://orcid.org/0000-0003-4778-0254,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Advances for the probabilistic analysis of network data,01/04/2013,30/09/2017,272172.9
12/IP/1459,SFI Investigator Programme,Investigator Project,,Garry Fleming,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,DENTAL glass-ionomer restoratives: Development of an Enhanced Novel Tailored Aesthetic Ligand based glass-ionomer restorative,01/04/2013,31/03/2017,215699.93
12/IP/1491,SFI Investigator Programme,Investigator Project,,Miguel Bustamante,https://orcid.org/0000-0003-3360-0304,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Genesis and Development of Extreme Events in Fluids,01/04/2013,31/12/2017,271028
12/IP/1492,SFI Investigator Programme,Investigator Project,,John Atkins,https://orcid.org/0000-0001-7933-0165,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Using ribosome profiling to study translation initiation/elongation and facilitate optimization of protein synthesis,01/04/2013,30/09/2017,381030
12/IP/1493,SFI Investigator Programme,Investigator Project,,David Clarke,https://orcid.org/0000-0001-9082-0501,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,"Characterizaton of choA, a gene encoding a novel cholesterol-degrading activity in the human gut microbiome",01/04/2013,31/07/2017,244318
12/IP/1494,SFI Investigator Programme,Investigator Project,,Fiona Lyng,https://orcid.org/0000-0002-9876-963X,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,"Identification of clinically important, high risk oral lesions using Raman spectroscopy",01/04/2013,30/09/2017,193700
12/IP/1497,SFI Investigator Programme,Investigator Project,,Nicolas Touzet,https://orcid.org/0000-0002-8524-9184,"Institute of Technology, Sligo (ITS)",Science Foundation Ireland,10.13039/501100001602,Physiology and molecular biology of microalgae for the biorefining of valuable metabolites,01/04/2013,30/09/2017,357709
12/IP/1502,SFI Investigator Programme,Investigator Project,,Dagmar Stengel,https://orcid.org/0000-0001-5871-9550,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,"Iodine in commercially valuable Irish seaweeds: variability, pathways, and implications for industrial applications",01/04/2013,31/05/2016,244066.44
12/IP/1508,SFI Investigator Programme,Investigator Project,,Corrado Santocanale,https://orcid.org/0000-0003-1337-5656,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Cdc7 regulation of Claspin stability and its effect on cell cycle checkpoint function,01/04/2013,30/09/2017,292282
12/IP/1519,SFI Investigator Programme,Investigator Project,,Xinmin Zhan,https://orcid.org/0000-0002-9101-1404,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Green Farm: Development of On-Farm Co-Digestion of the Organic Fraction of Municipal Solid Waste and Animal Manure for Bioenergy Production and Resource Recycling,01/04/2013,31/12/2017,359863.4
12/IP/1520,SFI Investigator Programme,Investigator Project,,Katherine Howell,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Elucidating the the potential therapuetic role of Erythropoietin in the treatment of Emphysema,01/04/2013,31/01/2020,348120
12/IP/1523,SFI Investigator Programme,Investigator Project,,Martin Glavin,https://orcid.org/0000-0003-1477-4835,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Breast Cancer detection and classification using Ultra Wideband Radar Tomography,01/04/2013,30/09/2017,240891.2
12/IP/1532,SFI Investigator Programme,Investigator Project,,Rachel McLoughlin,https://orcid.org/0000-0003-4553-018X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Understanding cellular immunity to Staphylococcus aureus is required for novel anti-S. aureus vaccine design,01/04/2013,31/03/2017,384042
12/IP/1556,SFI Investigator Programme,Investigator Project,,James Rice,https://orcid.org/0000-0002-1035-5708,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Patterned nanomaterial’s using ferroelectric lithography for enhanced optical imaging,01/04/2013,31/08/2017,232809
12/IP/1565,SFI Investigator Programme,Investigator Project,,Rachel McDonnell,https://orcid.org/0000-0002-1957-2506,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Cartoon Motion: Stylised facial animation from motion capture,01/03/2013,31/10/2018,272270
12/IP/1608,SFI Investigator Programme,Investigator Project,,Rachel Evans,https://orcid.org/0000-0003-2956-4857,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,High-Efficiency Conjugated Polymer-Inorganic Hybrids as Luminescent Solar Concentrators for Photovoltaics,01/04/2013,30/11/2017,325511.5
12/IP/1620,SFI Investigator Programme,Investigator Project,,David O'Connell,https://orcid.org/0000-0002-6461-7750,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Novel affinity matrices for purification of biotherapeutics,01/04/2013,31/08/2017,264317
12/IP/1658,SFI Investigator Programme,Investigator Project,,John Gerard McInerney,https://orcid.org/0000-0003-1601-328X,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Pulsed semiconductor lasers for metrology and remote sensing: synchronisation and stabilisation dynamics,01/03/2013,30/09/2016,199022.46
12/IP/1662,SFI Investigator Programme,Investigator Project,,James Lunney,https://orcid.org/0000-0003-3430-5198,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Pulsed laser deposition of thin films at atmospheric pressure,01/04/2013,31/03/2018,252595
12/IP/1663,SFI Investigator Programme,Investigator Project,,David Chew,https://orcid.org/0000-0002-6940-1035,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Microanalysis of detrital apatite: a new provenance proxy in sedimentary systems,01/04/2013,30/09/2017,279484.2
12/IP/1670,SFI Investigator Programme,Investigator Project,,Derek Morris,https://orcid.org/0000-0002-3413-570X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Gene discovery in schizophrenia using family-based sequencing methods,01/04/2013,30/09/2017,353844.24
12/IP/1673,SFI Investigator Programme,Investigator Project,,Mario Fares,https://orcid.org/0000-0002-2592-8759,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Understanding the role of molecular chaperones in robustness and functional innovation,01/05/2013,30/04/2016,371357.91
12/IP/1686,SFI Investigator Programme,Investigator Project,,Tara McMorrow,https://orcid.org/0000-0002-9639-6358,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Molecular mechanisms of cilia loss in mammalian epithelial cells,01/04/2013,30/09/2017,318013.2
12/IP/1688(X),SFI Investigator Programme,Investigator Project,,Wenxin Wang,https://orcid.org/0000-0002-5053-0611,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Development and Delivery of Nonviral S/MAR Minicircles for Long-term Type VII Collagen Gene expression for the Treatment of Recessive Dystrophic Epidermolysis Bullosa,01/04/2013,30/11/2013,47704.26
12/IP/1692,SFI Investigator Programme,Investigator Project,,Fernando Rhen,https://orcid.org/0000-0002-6051-5298,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Nanostructured alloy for high-energy-efficient fuel cells,01/04/2013,30/06/2017,174549
12/IP/1695,SFI Investigator Programme,Investigator Project,,Sean Doyle,https://orcid.org/0000-0003-1679-3247,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,A Vaccination Strategy Against Aspergillus fumigatus Infection.,01/04/2013,31/10/2017,353677.52
12/IP/1703,SFI Investigator Programme,Investigator Project,,Grace Morgan,https://orcid.org/0000-0002-5467-0507,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Nano-Assembly of Functional Magnetic and Magneto-Optical Materials,01/03/2013,31/08/2018,317835.3
12/IP/1722,SFI Investigator Programme,Investigator Project,,James Rohan,https://orcid.org/0000-0003-0415-1140,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Nanomaterials design and fabrication for Energy Storage,01/04/2013,30/11/2017,236018
12/IP/1723,SFI Investigator Programme,Investigator Project,,Patrick McGarry,https://orcid.org/0000-0001-8616-4011,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Active changes in artery structure and contractility in response to stenting,01/04/2013,30/09/2018,225779.63
12/IP/1727,SFI Investigator Programme,Investigator Project,,Gianpiero Cavalleri,https://orcid.org/0000-0002-9802-0506,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,The identification and characterisation of genomic signatures of hypoxia induced natural selection,01/04/2013,30/09/2017,363811
12/IP/1731(X),SFI Investigator Programme,Investigator Project,,Dermot Brougham,https://orcid.org/0000-0002-1270-8415,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Long-circulating Magnetic Nanoparticles for Biomedical Applications through Mimetic Surface Chemistry,01/04/2013,31/12/2015,98833.11
12/IP/1732,SFI Investigator Programme,Investigator Project,,Michael Gilchrist,https://orcid.org/0000-0003-1765-429X,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Characterising Mechanical Properties of Brain Tissue using Novel Micro Indentation Tests,01/04/2013,31/12/2017,314750.8
13/CDA/2145(T),SFI Career Development Award,,,Caitriona Lally,https://orcid.org/0000-0003-4141-1685,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Fundamental Insights into Load Induced Fibre Remodelling in Arterial Tissue; Applications in Vascular Tissue Engineering and Medical Device Development,01/09/2015,30/04/2019,438120.89
13/CW/B2551,SFI Conferences and Workshops Programme,,,Kingston Mills,https://orcid.org/0000-0003-3646-8222,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,10th International Symposium on Bordetella,01/05/2013,31/01/2014,8000
13/CW/B2553,SFI Conferences and Workshops Programme,,,Fiona Lyng,https://orcid.org/0000-0002-9876-963X,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,40th Annual Meeting of the European Radiation Research Society (ERR 2013),01/05/2013,31/01/2014,2000
13/CW/B2568,SFI Conferences and Workshops Programme,,,John Cryan,https://orcid.org/0000-0001-5887-2723,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,The 8th Neuroscience Ireland Conference in conjunction with the Biochemical Society Irish Area Section Annual Meeting,01/05/2013,31/01/2014,6200
13/CW/B2579,SFI Conferences and Workshops Programme,,,David Gallagher,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Gathering Around Cancer,01/10/2013,31/03/2014,5000
13/CW/B2624,SFI Conferences and Workshops Programme,,,Rachel McLoughlin,https://orcid.org/0000-0003-4553-018X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Staph-GBI 2013,01/08/2013,31/01/2014,7000
13/CW/B2811,SFI Conferences and Workshops Programme,,,Stephen Gordon,https://orcid.org/0000-0002-4833-5542,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,ANIMAL HEALTH: A Cornerstone of Sustainable and profitable farming.,01/09/2013,28/02/2014,4000
13/CW/B2828,SFI Conferences and Workshops Programme,,,Denis Shields,https://orcid.org/0000-0003-4015-2474,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,4th Annual PhD Symposium in Computational Biology & Innovation,01/10/2013,31/03/2014,2761
13/CW/B2836,SFI Conferences and Workshops Programme,,,Apryll Stalcup,https://orcid.org/0000-0003-1537-0437,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Gathering Global Perspectives on Opportunitites for Industrial Innovation through Separation Science,01/10/2013,31/03/2014,4468
13/CW/B2838,SFI Conferences and Workshops Programme,,,Ann Hopkins,https://orcid.org/0000-0003-2836-6584,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,Irish Association for Cancer Research annual conference 2014,01/10/2013,30/09/2014,8000
13/CW/B2840,SFI Conferences and Workshops Programme,,,Jens Ducrée,https://orcid.org/0000-0002-0366-1897,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,The 20th International Conference on Miniaturized Systems for Chemistry and Life Sciences (MicroTAS 2016),01/12/2013,31/03/2017,75000
13/CW/B2873,SFI Conferences and Workshops Programme,,,Matthew Campbell,https://orcid.org/0000-0003-3325-240X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,17th International Symposium on Signalling at the Blood-Brain and Blood-Retina Barriers,01/01/2014,31/12/2014,11000
13/CW/B2878,SFI Conferences and Workshops Programme,,,John Atkins,https://orcid.org/0000-0001-7933-0165,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Recoding: Reprogrammed Genetic Coding,01/01/2014,30/09/2014,7983.03
13/CW/B2881,SFI Conferences and Workshops Programme,,,Bruce Osborne,https://orcid.org/0000-0003-2208-7285,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Plant Biology Europe FESPB-EPSO 2014 Congress,01/01/2014,30/09/2014,50000
13/CW/E2577,SFI Conferences and Workshops Programme,,,Damian Flynn,https://orcid.org/0000-0003-4638-9333,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,"Universitas 21 Graduate Research Conference in Energy (Systems, Policy & Solutions)",01/06/2013,30/11/2013,5468.7
13/CW/E2829,SFI Conferences and Workshops Programme,,,Christopher Bean,https://orcid.org/0000-0003-3285-2446,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Earth Gathering,01/10/2013,31/03/2014,10000
13/CW/I2541,SFI Conferences and Workshops Programme,,,Maria Bardosova,https://orcid.org/0000-0003-0832-2226,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,ECOF 13 (Thirteenth European Conference on Organised Films),01/04/2013,30/09/2013,7375
13/CW/I2562,SFI Conferences and Workshops Programme,,,Tomas Ward,https://orcid.org/0000-0002-6173-6607,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,The Dublin Mini Maker Faire 2013,01/06/2013,30/11/2013,10000
13/CW/I2564,SFI Conferences and Workshops Programme,,,Peter Gallagher,https://orcid.org/0000-0001-9745-0400,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,The European Space Expo – Highlighting the Benefits of Space Science and Technology to Ireland,01/06/2013,30/11/2013,27000
13/CW/I2565,SFI Conferences and Workshops Programme,,,Reinhard Schaler,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,18th Annual Internationalisation and Localisation Conference,01/08/2013,31/01/2014,4465.55
13/CW/I2578,SFI Conferences and Workshops Programme,,,James Gleeson,https://orcid.org/0000-0003-3410-2817,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Problem Solving with Industry (ESGI 93),01/06/2013,30/11/2013,10000
13/CW/I2617,SFI Conferences and Workshops Programme,,,Cathal Gurrin,https://orcid.org/0000-0003-2903-3968,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,MMM2014: The 20th International Conference on Multimedia Modelling,01/08/2013,31/07/2014,9179.59
13/CW/I2623,SFI Conferences and Workshops Programme,,,Rachel McDonnell,https://orcid.org/0000-0002-1957-2506,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Motion in Games 2013,01/08/2013,30/04/2014,2056
13/CW/I2637,SFI Conferences and Workshops Programme,,,Ivan Perry,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,mHealthED 2013 - New Digital Media Content and Delivery: Revolutionising Global Health Education and Training,01/09/2013,28/02/2014,10000
13/CW/I2773,SFI Conferences and Workshops Programme,,,Eric Moore,https://orcid.org/0000-0001-5756-5684,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Micro-Nano-Bio Convergence Systems Workshop and European Platform on Smart Systems Integration General Assembly and Annual Forum 2013 Joint Event,01/09/2013,28/02/2014,2500
13/CW/I2774,SFI Conferences and Workshops Programme,,,Dominic Dillane,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,ENTER 2014,01/09/2013,31/05/2014,8000
13/CW/I2831,SFI Conferences and Workshops Programme,,,Miles Turner,https://orcid.org/0000-0001-9713-6198,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,"PLASMAS AS A PLATFORM - Advanced laser and plasma processing in - ICT, Healthcare, Agriculture and Energy sectors",01/10/2013,31/03/2014,3040
13/CW/I2835,SFI Conferences and Workshops Programme,,,Ronan Reilly,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Recent progress in the computational modelling of Chinese reading,01/10/2013,31/03/2014,1271.22
13/CW/I2842,SFI Conferences and Workshops Programme,,,Kieran Conboy,https://orcid.org/0000-0001-8260-4075,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Lean Enterprises Software and Systems (LESS 2013),01/10/2013,30/04/2014,4000
13/CW/I2853,SFI Conferences and Workshops Programme,,,Jagdish K. Vij,https://orcid.org/0000-0001-7918-126X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,25th International Liquid Crystals Conference (ILCC2014),01/01/2014,31/12/2014,32500
13/CW/I2863,SFI Conferences and Workshops Programme,,,Sandra Collins,,Royal Irish Academy (RIA),Science Foundation Ireland,10.13039/501100001602,Research Data Alliance - Third Plenary Conference,01/12/2013,31/05/2014,15000
